MotionWatch8 Data Export
Subject ID: anonymized-example-01
Raw data:,,
Date,Time,Activity
2017-07-07,15:46:30,92
2017-07-07,15:47:00,15
2017-07-07,15:47:30,121
2017-07-07,15:48:00,0
2017-07-07,15:48:30,0
2017-07-07,15:49:00,9
2017-07-07,15:49:30,0
2017-07-07,15:50:00,12
2017-07-07,15:50:30,26
2017-07-07,15:51:00,132
2017-07-07,15:51:30,19
2017-07-07,15:52:00,52
2017-07-07,15:52:30,36
2017-07-07,15:53:00,28
2017-07-07,15:53:30,149
2017-07-07,15:54:00,221
2017-07-07,15:54:30,347
2017-07-07,15:55:00,800
2017-07-07,15:55:30,1002
2017-07-07,15:56:00,656
2017-07-07,15:56:30,190
2017-07-07,15:57:00,14
2017-07-07,15:57:30,18
2017-07-07,15:58:00,0
2017-07-07,15:58:30,0
2017-07-07,15:59:00,0
2017-07-07,15:59:30,0
2017-07-07,16:00:00,0
2017-07-07,16:00:30,401
2017-07-07,16:01:00,14
2017-07-07,16:01:30,13
2017-07-07,16:02:00,135
2017-07-07,16:02:30,540
2017-07-07,16:03:00,0
2017-07-07,16:03:30,0
2017-07-07,16:04:00,282
2017-07-07,16:04:30,188
2017-07-07,16:05:00,69
2017-07-07,16:05:30,414
2017-07-07,16:06:00,501
2017-07-07,16:06:30,158
2017-07-07,16:07:00,0
2017-07-07,16:07:30,35
2017-07-07,16:08:00,159
2017-07-07,16:08:30,133
2017-07-07,16:09:00,362
2017-07-07,16:09:30,491
2017-07-07,16:10:00,393
2017-07-07,16:10:30,34
2017-07-07,16:11:00,73
2017-07-07,16:11:30,31
2017-07-07,16:12:00,73
2017-07-07,16:12:30,116
2017-07-07,16:13:00,89
2017-07-07,16:13:30,156
2017-07-07,16:14:00,0
2017-07-07,16:14:30,20
2017-07-07,16:15:00,35
2017-07-07,16:15:30,110
2017-07-07,16:16:00,0
2017-07-07,16:16:30,5
2017-07-07,16:17:00,31
2017-07-07,16:17:30,0
2017-07-07,16:18:00,349
2017-07-07,16:18:30,317
2017-07-07,16:19:00,319
2017-07-07,16:19:30,605
2017-07-07,16:20:00,349
2017-07-07,16:20:30,355
2017-07-07,16:21:00,245
2017-07-07,16:21:30,354
2017-07-07,16:22:00,228
2017-07-07,16:22:30,585
2017-07-07,16:23:00,399
2017-07-07,16:23:30,411
2017-07-07,16:24:00,139
2017-07-07,16:24:30,208
2017-07-07,16:25:00,271
2017-07-07,16:25:30,93
2017-07-07,16:26:00,123
2017-07-07,16:26:30,162
2017-07-07,16:27:00,299
2017-07-07,16:27:30,122
2017-07-07,16:28:00,172
2017-07-07,16:28:30,339
2017-07-07,16:29:00,125
2017-07-07,16:29:30,0
2017-07-07,16:30:00,213
2017-07-07,16:30:30,119
2017-07-07,16:31:00,44
2017-07-07,16:31:30,199
2017-07-07,16:32:00,133
2017-07-07,16:32:30,89
2017-07-07,16:33:00,244
2017-07-07,16:33:30,612
2017-07-07,16:34:00,820
2017-07-07,16:34:30,589
2017-07-07,16:35:00,344
2017-07-07,16:35:30,818
2017-07-07,16:36:00,913
2017-07-07,16:36:30,630
2017-07-07,16:37:00,633
2017-07-07,16:37:30,592
2017-07-07,16:38:00,117
2017-07-07,16:38:30,686
2017-07-07,16:39:00,805
2017-07-07,16:39:30,895
2017-07-07,16:40:00,474
2017-07-07,16:40:30,504
2017-07-07,16:41:00,571
2017-07-07,16:41:30,363
2017-07-07,16:42:00,533
2017-07-07,16:42:30,342
2017-07-07,16:43:00,828
2017-07-07,16:43:30,710
2017-07-07,16:44:00,179
2017-07-07,16:44:30,399
2017-07-07,16:45:00,261
2017-07-07,16:45:30,232
2017-07-07,16:46:00,116
2017-07-07,16:46:30,249
2017-07-07,16:47:00,500
2017-07-07,16:47:30,252
2017-07-07,16:48:00,119
2017-07-07,16:48:30,149
2017-07-07,16:49:00,136
2017-07-07,16:49:30,317
2017-07-07,16:50:00,1081
2017-07-07,16:50:30,305
2017-07-07,16:51:00,763
2017-07-07,16:51:30,588
2017-07-07,16:52:00,511
2017-07-07,16:52:30,64
2017-07-07,16:53:00,0
2017-07-07,16:53:30,68
2017-07-07,16:54:00,0
2017-07-07,16:54:30,94
2017-07-07,16:55:00,215
2017-07-07,16:55:30,202
2017-07-07,16:56:00,113
2017-07-07,16:56:30,38
2017-07-07,16:57:00,104
2017-07-07,16:57:30,147
2017-07-07,16:58:00,144
2017-07-07,16:58:30,131
2017-07-07,16:59:00,206
2017-07-07,16:59:30,105
2017-07-07,17:00:00,187
2017-07-07,17:00:30,165
2017-07-07,17:01:00,298
2017-07-07,17:01:30,176
2017-07-07,17:02:00,198
2017-07-07,17:02:30,130
2017-07-07,17:03:00,106
2017-07-07,17:03:30,180
2017-07-07,17:04:00,158
2017-07-07,17:04:30,206
2017-07-07,17:05:00,37
2017-07-07,17:05:30,241
2017-07-07,17:06:00,290
2017-07-07,17:06:30,239
2017-07-07,17:07:00,246
2017-07-07,17:07:30,300
2017-07-07,17:08:00,143
2017-07-07,17:08:30,162
2017-07-07,17:09:00,322
2017-07-07,17:09:30,101
2017-07-07,17:10:00,76
2017-07-07,17:10:30,171
2017-07-07,17:11:00,228
2017-07-07,17:11:30,275
2017-07-07,17:12:00,222
2017-07-07,17:12:30,177
2017-07-07,17:13:00,298
2017-07-07,17:13:30,334
2017-07-07,17:14:00,149
2017-07-07,17:14:30,10
2017-07-07,17:15:00,6
2017-07-07,17:15:30,20
2017-07-07,17:16:00,138
2017-07-07,17:16:30,319
2017-07-07,17:17:00,354
2017-07-07,17:17:30,53
2017-07-07,17:18:00,118
2017-07-07,17:18:30,201
2017-07-07,17:19:00,127
2017-07-07,17:19:30,137
2017-07-07,17:20:00,200
2017-07-07,17:20:30,171
2017-07-07,17:21:00,143
2017-07-07,17:21:30,259
2017-07-07,17:22:00,219
2017-07-07,17:22:30,146
2017-07-07,17:23:00,111
2017-07-07,17:23:30,195
2017-07-07,17:24:00,43
2017-07-07,17:24:30,274
2017-07-07,17:25:00,181
2017-07-07,17:25:30,21
2017-07-07,17:26:00,24
2017-07-07,17:26:30,27
2017-07-07,17:27:00,5
2017-07-07,17:27:30,0
2017-07-07,17:28:00,21
2017-07-07,17:28:30,97
2017-07-07,17:29:00,85
2017-07-07,17:29:30,80
2017-07-07,17:30:00,29
2017-07-07,17:30:30,163
2017-07-07,17:31:00,22
2017-07-07,17:31:30,206
2017-07-07,17:32:00,154
2017-07-07,17:32:30,335
2017-07-07,17:33:00,58
2017-07-07,17:33:30,277
2017-07-07,17:34:00,150
2017-07-07,17:34:30,97
2017-07-07,17:35:00,32
2017-07-07,17:35:30,12
2017-07-07,17:36:00,109
2017-07-07,17:36:30,73
2017-07-07,17:37:00,118
2017-07-07,17:37:30,65
2017-07-07,17:38:00,28
2017-07-07,17:38:30,164
2017-07-07,17:39:00,61
2017-07-07,17:39:30,233
2017-07-07,17:40:00,128
2017-07-07,17:40:30,0
2017-07-07,17:41:00,58
2017-07-07,17:41:30,4
2017-07-07,17:42:00,65
2017-07-07,17:42:30,79
2017-07-07,17:43:00,21
2017-07-07,17:43:30,43
2017-07-07,17:44:00,4
2017-07-07,17:44:30,65
2017-07-07,17:45:00,65
2017-07-07,17:45:30,44
2017-07-07,17:46:00,127
2017-07-07,17:46:30,0
2017-07-07,17:47:00,4
2017-07-07,17:47:30,4
2017-07-07,17:48:00,48
2017-07-07,17:48:30,20
2017-07-07,17:49:00,104
2017-07-07,17:49:30,95
2017-07-07,17:50:00,44
2017-07-07,17:50:30,30
2017-07-07,17:51:00,25
2017-07-07,17:51:30,9
2017-07-07,17:52:00,0
2017-07-07,17:52:30,42
2017-07-07,17:53:00,18
2017-07-07,17:53:30,52
2017-07-07,17:54:00,74
2017-07-07,17:54:30,39
2017-07-07,17:55:00,46
2017-07-07,17:55:30,51
2017-07-07,17:56:00,80
2017-07-07,17:56:30,77
2017-07-07,17:57:00,58
2017-07-07,17:57:30,76
2017-07-07,17:58:00,59
2017-07-07,17:58:30,123
2017-07-07,17:59:00,32
2017-07-07,17:59:30,52
2017-07-07,18:00:00,73
2017-07-07,18:00:30,32
2017-07-07,18:01:00,59
2017-07-07,18:01:30,48
2017-07-07,18:02:00,27
2017-07-07,18:02:30,21
2017-07-07,18:03:00,155
2017-07-07,18:03:30,66
2017-07-07,18:04:00,140
2017-07-07,18:04:30,23
2017-07-07,18:05:00,162
2017-07-07,18:05:30,287
2017-07-07,18:06:00,163
2017-07-07,18:06:30,118
2017-07-07,18:07:00,0
2017-07-07,18:07:30,66
2017-07-07,18:08:00,72
2017-07-07,18:08:30,97
2017-07-07,18:09:00,137
2017-07-07,18:09:30,121
2017-07-07,18:10:00,46
2017-07-07,18:10:30,38
2017-07-07,18:11:00,44
2017-07-07,18:11:30,39
2017-07-07,18:12:00,110
2017-07-07,18:12:30,12
2017-07-07,18:13:00,85
2017-07-07,18:13:30,14
2017-07-07,18:14:00,19
2017-07-07,18:14:30,4
2017-07-07,18:15:00,58
2017-07-07,18:15:30,20
2017-07-07,18:16:00,18
2017-07-07,18:16:30,95
2017-07-07,18:17:00,82
2017-07-07,18:17:30,51
2017-07-07,18:18:00,88
2017-07-07,18:18:30,38
2017-07-07,18:19:00,9
2017-07-07,18:19:30,48
2017-07-07,18:20:00,9
2017-07-07,18:20:30,89
2017-07-07,18:21:00,121
2017-07-07,18:21:30,307
2017-07-07,18:22:00,564
2017-07-07,18:22:30,432
2017-07-07,18:23:00,534
2017-07-07,18:23:30,453
2017-07-07,18:24:00,178
2017-07-07,18:24:30,403
2017-07-07,18:25:00,437
2017-07-07,18:25:30,339
2017-07-07,18:26:00,351
2017-07-07,18:26:30,253
2017-07-07,18:27:00,242
2017-07-07,18:27:30,278
2017-07-07,18:28:00,235
2017-07-07,18:28:30,409
2017-07-07,18:29:00,202
2017-07-07,18:29:30,417
2017-07-07,18:30:00,417
2017-07-07,18:30:30,386
2017-07-07,18:31:00,272
2017-07-07,18:31:30,403
2017-07-07,18:32:00,64
2017-07-07,18:32:30,42
2017-07-07,18:33:00,66
2017-07-07,18:33:30,225
2017-07-07,18:34:00,598
2017-07-07,18:34:30,20
2017-07-07,18:35:00,28
2017-07-07,18:35:30,107
2017-07-07,18:36:00,0
2017-07-07,18:36:30,0
2017-07-07,18:37:00,7
2017-07-07,18:37:30,12
2017-07-07,18:38:00,28
2017-07-07,18:38:30,168
2017-07-07,18:39:00,503
2017-07-07,18:39:30,279
2017-07-07,18:40:00,122
2017-07-07,18:40:30,329
2017-07-07,18:41:00,111
2017-07-07,18:41:30,176
2017-07-07,18:42:00,108
2017-07-07,18:42:30,103
2017-07-07,18:43:00,58
2017-07-07,18:43:30,109
2017-07-07,18:44:00,203
2017-07-07,18:44:30,251
2017-07-07,18:45:00,208
2017-07-07,18:45:30,23
2017-07-07,18:46:00,30
2017-07-07,18:46:30,64
2017-07-07,18:47:00,98
2017-07-07,18:47:30,106
2017-07-07,18:48:00,110
2017-07-07,18:48:30,79
2017-07-07,18:49:00,138
2017-07-07,18:49:30,99
2017-07-07,18:50:00,4
2017-07-07,18:50:30,59
2017-07-07,18:51:00,46
2017-07-07,18:51:30,62
2017-07-07,18:52:00,17
2017-07-07,18:52:30,6
2017-07-07,18:53:00,4
2017-07-07,18:53:30,0
2017-07-07,18:54:00,0
2017-07-07,18:54:30,0
2017-07-07,18:55:00,0
2017-07-07,18:55:30,139
2017-07-07,18:56:00,0
2017-07-07,18:56:30,0
2017-07-07,18:57:00,87
2017-07-07,18:57:30,4
2017-07-07,18:58:00,29
2017-07-07,18:58:30,38
2017-07-07,18:59:00,11
2017-07-07,18:59:30,63
2017-07-07,19:00:00,52
2017-07-07,19:00:30,14
2017-07-07,19:01:00,52
2017-07-07,19:01:30,31
2017-07-07,19:02:00,0
2017-07-07,19:02:30,13
2017-07-07,19:03:00,9
2017-07-07,19:03:30,4
2017-07-07,19:04:00,9
2017-07-07,19:04:30,45
2017-07-07,19:05:00,10
2017-07-07,19:05:30,0
2017-07-07,19:06:00,99
2017-07-07,19:06:30,62
2017-07-07,19:07:00,14
2017-07-07,19:07:30,115
2017-07-07,19:08:00,11
2017-07-07,19:08:30,13
2017-07-07,19:09:00,4
2017-07-07,19:09:30,30
2017-07-07,19:10:00,67
2017-07-07,19:10:30,76
2017-07-07,19:11:00,206
2017-07-07,19:11:30,27
2017-07-07,19:12:00,5
2017-07-07,19:12:30,25
2017-07-07,19:13:00,61
2017-07-07,19:13:30,110
2017-07-07,19:14:00,61
2017-07-07,19:14:30,130
2017-07-07,19:15:00,177
2017-07-07,19:15:30,47
2017-07-07,19:16:00,22
2017-07-07,19:16:30,98
2017-07-07,19:17:00,108
2017-07-07,19:17:30,32
2017-07-07,19:18:00,30
2017-07-07,19:18:30,72
2017-07-07,19:19:00,43
2017-07-07,19:19:30,21
2017-07-07,19:20:00,33
2017-07-07,19:20:30,75
2017-07-07,19:21:00,204
2017-07-07,19:21:30,81
2017-07-07,19:22:00,0
2017-07-07,19:22:30,28
2017-07-07,19:23:00,4
2017-07-07,19:23:30,159
2017-07-07,19:24:00,243
2017-07-07,19:24:30,160
2017-07-07,19:25:00,181
2017-07-07,19:25:30,126
2017-07-07,19:26:00,87
2017-07-07,19:26:30,121
2017-07-07,19:27:00,160
2017-07-07,19:27:30,140
2017-07-07,19:28:00,134
2017-07-07,19:28:30,84
2017-07-07,19:29:00,148
2017-07-07,19:29:30,102
2017-07-07,19:30:00,78
2017-07-07,19:30:30,136
2017-07-07,19:31:00,85
2017-07-07,19:31:30,235
2017-07-07,19:32:00,64
2017-07-07,19:32:30,70
2017-07-07,19:33:00,85
2017-07-07,19:33:30,60
2017-07-07,19:34:00,134
2017-07-07,19:34:30,169
2017-07-07,19:35:00,74
2017-07-07,19:35:30,64
2017-07-07,19:36:00,29
2017-07-07,19:36:30,82
2017-07-07,19:37:00,121
2017-07-07,19:37:30,177
2017-07-07,19:38:00,161
2017-07-07,19:38:30,196
2017-07-07,19:39:00,127
2017-07-07,19:39:30,154
2017-07-07,19:40:00,108
2017-07-07,19:40:30,64
2017-07-07,19:41:00,143
2017-07-07,19:41:30,75
2017-07-07,19:42:00,129
2017-07-07,19:42:30,62
2017-07-07,19:43:00,140
2017-07-07,19:43:30,89
2017-07-07,19:44:00,136
2017-07-07,19:44:30,123
2017-07-07,19:45:00,109
2017-07-07,19:45:30,193
2017-07-07,19:46:00,162
2017-07-07,19:46:30,96
2017-07-07,19:47:00,14
2017-07-07,19:47:30,11
2017-07-07,19:48:00,134
2017-07-07,19:48:30,50
2017-07-07,19:49:00,110
2017-07-07,19:49:30,76
2017-07-07,19:50:00,141
2017-07-07,19:50:30,311
2017-07-07,19:51:00,294
2017-07-07,19:51:30,214
2017-07-07,19:52:00,22
2017-07-07,19:52:30,17
2017-07-07,19:53:00,132
2017-07-07,19:53:30,161
2017-07-07,19:54:00,390
2017-07-07,19:54:30,0
2017-07-07,19:55:00,108
2017-07-07,19:55:30,116
2017-07-07,19:56:00,0
2017-07-07,19:56:30,0
2017-07-07,19:57:00,340
2017-07-07,19:57:30,141
2017-07-07,19:58:00,87
2017-07-07,19:58:30,180
2017-07-07,19:59:00,149
2017-07-07,19:59:30,78
2017-07-07,20:00:00,49
2017-07-07,20:00:30,172
2017-07-07,20:01:00,169
2017-07-07,20:01:30,159
2017-07-07,20:02:00,116
2017-07-07,20:02:30,142
2017-07-07,20:03:00,105
2017-07-07,20:03:30,200
2017-07-07,20:04:00,252
2017-07-07,20:04:30,221
2017-07-07,20:05:00,234
2017-07-07,20:05:30,277
2017-07-07,20:06:00,274
2017-07-07,20:06:30,289
2017-07-07,20:07:00,139
2017-07-07,20:07:30,49
2017-07-07,20:08:00,16
2017-07-07,20:08:30,116
2017-07-07,20:09:00,213
2017-07-07,20:09:30,185
2017-07-07,20:10:00,174
2017-07-07,20:10:30,197
2017-07-07,20:11:00,316
2017-07-07,20:11:30,343
2017-07-07,20:12:00,177
2017-07-07,20:12:30,37
2017-07-07,20:13:00,285
2017-07-07,20:13:30,90
2017-07-07,20:14:00,103
2017-07-07,20:14:30,139
2017-07-07,20:15:00,124
2017-07-07,20:15:30,38
2017-07-07,20:16:00,16
2017-07-07,20:16:30,37
2017-07-07,20:17:00,169
2017-07-07,20:17:30,145
2017-07-07,20:18:00,74
2017-07-07,20:18:30,96
2017-07-07,20:19:00,145
2017-07-07,20:19:30,197
2017-07-07,20:20:00,367
2017-07-07,20:20:30,475
2017-07-07,20:21:00,616
2017-07-07,20:21:30,697
2017-07-07,20:22:00,494
2017-07-07,20:22:30,479
2017-07-07,20:23:00,245
2017-07-07,20:23:30,151
2017-07-07,20:24:00,42
2017-07-07,20:24:30,491
2017-07-07,20:25:00,373
2017-07-07,20:25:30,289
2017-07-07,20:26:00,365
2017-07-07,20:26:30,973
2017-07-07,20:27:00,1053
2017-07-07,20:27:30,304
2017-07-07,20:28:00,340
2017-07-07,20:28:30,412
2017-07-07,20:29:00,437
2017-07-07,20:29:30,505
2017-07-07,20:30:00,511
2017-07-07,20:30:30,537
2017-07-07,20:31:00,605
2017-07-07,20:31:30,635
2017-07-07,20:32:00,663
2017-07-07,20:32:30,513
2017-07-07,20:33:00,428
2017-07-07,20:33:30,717
2017-07-07,20:34:00,487
2017-07-07,20:34:30,304
2017-07-07,20:35:00,457
2017-07-07,20:35:30,365
2017-07-07,20:36:00,527
2017-07-07,20:36:30,610
2017-07-07,20:37:00,189
2017-07-07,20:37:30,365
2017-07-07,20:38:00,434
2017-07-07,20:38:30,636
2017-07-07,20:39:00,397
2017-07-07,20:39:30,471
2017-07-07,20:40:00,336
2017-07-07,20:40:30,217
2017-07-07,20:41:00,238
2017-07-07,20:41:30,108
2017-07-07,20:42:00,227
2017-07-07,20:42:30,258
2017-07-07,20:43:00,270
2017-07-07,20:43:30,183
2017-07-07,20:44:00,662
2017-07-07,20:44:30,206
2017-07-07,20:45:00,1046
2017-07-07,20:45:30,368
2017-07-07,20:46:00,903
2017-07-07,20:46:30,821
2017-07-07,20:47:00,806
2017-07-07,20:47:30,258
2017-07-07,20:48:00,530
2017-07-07,20:48:30,416
2017-07-07,20:49:00,531
2017-07-07,20:49:30,646
2017-07-07,20:50:00,746
2017-07-07,20:50:30,332
2017-07-07,20:51:00,440
2017-07-07,20:51:30,48
2017-07-07,20:52:00,1019
2017-07-07,20:52:30,755
2017-07-07,20:53:00,1293
2017-07-07,20:53:30,1205
2017-07-07,20:54:00,407
2017-07-07,20:54:30,432
2017-07-07,20:55:00,564
2017-07-07,20:55:30,626
2017-07-07,20:56:00,562
2017-07-07,20:56:30,643
2017-07-07,20:57:00,477
2017-07-07,20:57:30,240
2017-07-07,20:58:00,180
2017-07-07,20:58:30,218
2017-07-07,20:59:00,208
2017-07-07,20:59:30,41
2017-07-07,21:00:00,61
2017-07-07,21:00:30,89
2017-07-07,21:01:00,94
2017-07-07,21:01:30,109
2017-07-07,21:02:00,85
2017-07-07,21:02:30,107
2017-07-07,21:03:00,250
2017-07-07,21:03:30,370
2017-07-07,21:04:00,260
2017-07-07,21:04:30,211
2017-07-07,21:05:00,190
2017-07-07,21:05:30,280
2017-07-07,21:06:00,240
2017-07-07,21:06:30,461
2017-07-07,21:07:00,923
2017-07-07,21:07:30,693
2017-07-07,21:08:00,449
2017-07-07,21:08:30,364
2017-07-07,21:09:00,63
2017-07-07,21:09:30,111
2017-07-07,21:10:00,49
2017-07-07,21:10:30,108
2017-07-07,21:11:00,40
2017-07-07,21:11:30,246
2017-07-07,21:12:00,144
2017-07-07,21:12:30,318
2017-07-07,21:13:00,290
2017-07-07,21:13:30,237
2017-07-07,21:14:00,174
2017-07-07,21:14:30,5
2017-07-07,21:15:00,78
2017-07-07,21:15:30,25
2017-07-07,21:16:00,7
2017-07-07,21:16:30,0
2017-07-07,21:17:00,60
2017-07-07,21:17:30,0
2017-07-07,21:18:00,54
2017-07-07,21:18:30,182
2017-07-07,21:19:00,276
2017-07-07,21:19:30,376
2017-07-07,21:20:00,0
2017-07-07,21:20:30,0
2017-07-07,21:21:00,40
2017-07-07,21:21:30,40
2017-07-07,21:22:00,0
2017-07-07,21:22:30,161
2017-07-07,21:23:00,1157
2017-07-07,21:23:30,578
2017-07-07,21:24:00,86
2017-07-07,21:24:30,87
2017-07-07,21:25:00,0
2017-07-07,21:25:30,217
2017-07-07,21:26:00,70
2017-07-07,21:26:30,10
2017-07-07,21:27:00,0
2017-07-07,21:27:30,77
2017-07-07,21:28:00,110
2017-07-07,21:28:30,21
2017-07-07,21:29:00,308
2017-07-07,21:29:30,43
2017-07-07,21:30:00,688
2017-07-07,21:30:30,860
2017-07-07,21:31:00,928
2017-07-07,21:31:30,619
2017-07-07,21:32:00,596
2017-07-07,21:32:30,596
2017-07-07,21:33:00,329
2017-07-07,21:33:30,749
2017-07-07,21:34:00,368
2017-07-07,21:34:30,386
2017-07-07,21:35:00,281
2017-07-07,21:35:30,159
2017-07-07,21:36:00,174
2017-07-07,21:36:30,198
2017-07-07,21:37:00,173
2017-07-07,21:37:30,135
2017-07-07,21:38:00,82
2017-07-07,21:38:30,277
2017-07-07,21:39:00,107
2017-07-07,21:39:30,58
2017-07-07,21:40:00,39
2017-07-07,21:40:30,49
2017-07-07,21:41:00,155
2017-07-07,21:41:30,107
2017-07-07,21:42:00,115
2017-07-07,21:42:30,660
2017-07-07,21:43:00,634
2017-07-07,21:43:30,809
2017-07-07,21:44:00,565
2017-07-07,21:44:30,468
2017-07-07,21:45:00,686
2017-07-07,21:45:30,193
2017-07-07,21:46:00,606
2017-07-07,21:46:30,450
2017-07-07,21:47:00,663
2017-07-07,21:47:30,686
2017-07-07,21:48:00,689
2017-07-07,21:48:30,1019
2017-07-07,21:49:00,1249
2017-07-07,21:49:30,1082
2017-07-07,21:50:00,386
2017-07-07,21:50:30,283
2017-07-07,21:51:00,814
2017-07-07,21:51:30,81
2017-07-07,21:52:00,55
2017-07-07,21:52:30,215
2017-07-07,21:53:00,182
2017-07-07,21:53:30,252
2017-07-07,21:54:00,231
2017-07-07,21:54:30,19
2017-07-07,21:55:00,35
2017-07-07,21:55:30,16
2017-07-07,21:56:00,35
2017-07-07,21:56:30,233
2017-07-07,21:57:00,102
2017-07-07,21:57:30,71
2017-07-07,21:58:00,48
2017-07-07,21:58:30,47
2017-07-07,21:59:00,141
2017-07-07,21:59:30,116
2017-07-07,22:00:00,169
2017-07-07,22:00:30,25
2017-07-07,22:01:00,109
2017-07-07,22:01:30,52
2017-07-07,22:02:00,54
2017-07-07,22:02:30,0
2017-07-07,22:03:00,29
2017-07-07,22:03:30,11
2017-07-07,22:04:00,28
2017-07-07,22:04:30,0
2017-07-07,22:05:00,0
2017-07-07,22:05:30,6
2017-07-07,22:06:00,86
2017-07-07,22:06:30,84
2017-07-07,22:07:00,12
2017-07-07,22:07:30,0
2017-07-07,22:08:00,0
2017-07-07,22:08:30,107
2017-07-07,22:09:00,156
2017-07-07,22:09:30,70
2017-07-07,22:10:00,0
2017-07-07,22:10:30,8
2017-07-07,22:11:00,0
2017-07-07,22:11:30,23
2017-07-07,22:12:00,47
2017-07-07,22:12:30,180
2017-07-07,22:13:00,0
2017-07-07,22:13:30,79
2017-07-07,22:14:00,0
2017-07-07,22:14:30,130
2017-07-07,22:15:00,96
2017-07-07,22:15:30,222
2017-07-07,22:16:00,1160
2017-07-07,22:16:30,2089
2017-07-07,22:17:00,1927
2017-07-07,22:17:30,2044
2017-07-07,22:18:00,782
2017-07-07,22:18:30,46
2017-07-07,22:19:00,116
2017-07-07,22:19:30,1285
2017-07-07,22:20:00,2400
2017-07-07,22:20:30,992
2017-07-07,22:21:00,581
2017-07-07,22:21:30,878
2017-07-07,22:22:00,856
2017-07-07,22:22:30,745
2017-07-07,22:23:00,1296
2017-07-07,22:23:30,428
2017-07-07,22:24:00,188
2017-07-07,22:24:30,88
2017-07-07,22:25:00,94
2017-07-07,22:25:30,39
2017-07-07,22:26:00,177
2017-07-07,22:26:30,212
2017-07-07,22:27:00,431
2017-07-07,22:27:30,60
2017-07-07,22:28:00,151
2017-07-07,22:28:30,165
2017-07-07,22:29:00,68
2017-07-07,22:29:30,0
2017-07-07,22:30:00,52
2017-07-07,22:30:30,78
2017-07-07,22:31:00,57
2017-07-07,22:31:30,14
2017-07-07,22:32:00,0
2017-07-07,22:32:30,0
2017-07-07,22:33:00,42
2017-07-07,22:33:30,0
2017-07-07,22:34:00,60
2017-07-07,22:34:30,216
2017-07-07,22:35:00,61
2017-07-07,22:35:30,90
2017-07-07,22:36:00,99
2017-07-07,22:36:30,0
2017-07-07,22:37:00,0
2017-07-07,22:37:30,11
2017-07-07,22:38:00,29
2017-07-07,22:38:30,14
2017-07-07,22:39:00,11
2017-07-07,22:39:30,48
2017-07-07,22:40:00,16
2017-07-07,22:40:30,44
2017-07-07,22:41:00,49
2017-07-07,22:41:30,5
2017-07-07,22:42:00,45
2017-07-07,22:42:30,203
2017-07-07,22:43:00,121
2017-07-07,22:43:30,0
2017-07-07,22:44:00,5
2017-07-07,22:44:30,12
2017-07-07,22:45:00,0
2017-07-07,22:45:30,0
2017-07-07,22:46:00,0
2017-07-07,22:46:30,0
2017-07-07,22:47:00,0
2017-07-07,22:47:30,0
2017-07-07,22:48:00,0
2017-07-07,22:48:30,20
2017-07-07,22:49:00,135
2017-07-07,22:49:30,166
2017-07-07,22:50:00,156
2017-07-07,22:50:30,66
2017-07-07,22:51:00,20
2017-07-07,22:51:30,33
2017-07-07,22:52:00,0
2017-07-07,22:52:30,83
2017-07-07,22:53:00,0
2017-07-07,22:53:30,5
2017-07-07,22:54:00,15
2017-07-07,22:54:30,128
2017-07-07,22:55:00,11
2017-07-07,22:55:30,0
2017-07-07,22:56:00,97
2017-07-07,22:56:30,22
2017-07-07,22:57:00,88
2017-07-07,22:57:30,42
2017-07-07,22:58:00,52
2017-07-07,22:58:30,239
2017-07-07,22:59:00,191
2017-07-07,22:59:30,73
2017-07-07,23:00:00,153
2017-07-07,23:00:30,278
2017-07-07,23:01:00,597
2017-07-07,23:01:30,40
2017-07-07,23:02:00,53
2017-07-07,23:02:30,214
2017-07-07,23:03:00,248
2017-07-07,23:03:30,163
2017-07-07,23:04:00,129
2017-07-07,23:04:30,30
2017-07-07,23:05:00,4
2017-07-07,23:05:30,0
2017-07-07,23:06:00,0
2017-07-07,23:06:30,4
2017-07-07,23:07:00,32
2017-07-07,23:07:30,9
2017-07-07,23:08:00,0
2017-07-07,23:08:30,0
2017-07-07,23:09:00,0
2017-07-07,23:09:30,330
2017-07-07,23:10:00,78
2017-07-07,23:10:30,0
2017-07-07,23:11:00,101
2017-07-07,23:11:30,179
2017-07-07,23:12:00,137
2017-07-07,23:12:30,110
2017-07-07,23:13:00,59
2017-07-07,23:13:30,144
2017-07-07,23:14:00,135
2017-07-07,23:14:30,46
2017-07-07,23:15:00,64
2017-07-07,23:15:30,123
2017-07-07,23:16:00,157
2017-07-07,23:16:30,0
2017-07-07,23:17:00,5
2017-07-07,23:17:30,0
2017-07-07,23:18:00,12
2017-07-07,23:18:30,0
2017-07-07,23:19:00,0
2017-07-07,23:19:30,160
2017-07-07,23:20:00,68
2017-07-07,23:20:30,0
2017-07-07,23:21:00,95
2017-07-07,23:21:30,88
2017-07-07,23:22:00,13
2017-07-07,23:22:30,0
2017-07-07,23:23:00,16
2017-07-07,23:23:30,81
2017-07-07,23:24:00,132
2017-07-07,23:24:30,105
2017-07-07,23:25:00,28
2017-07-07,23:25:30,137
2017-07-07,23:26:00,19
2017-07-07,23:26:30,152
2017-07-07,23:27:00,210
2017-07-07,23:27:30,289
2017-07-07,23:28:00,257
2017-07-07,23:28:30,90
2017-07-07,23:29:00,0
2017-07-07,23:29:30,18
2017-07-07,23:30:00,24
2017-07-07,23:30:30,26
